filename,gt
1729,s_7-s_6-|-|-|-s_6-s_5-s_3-|-s_0
1730,s_9-s_7-s_7-|-|-s_0-s_3-s_8-s_8-s_5
1731,s_1-s_0-|-|-s_8-s_5-s_7-s_0-s_7-|
1732,s_3-|-|-s_4-|-|-|-|-s_1-s_3
1733,s_4-|-|-s_3-|-s_2-|-s_1-s_1-s_4
1734,s_1-|-s_4-s_5-s_4-s_2-|-|-s_9-s_4
1735,|-s_9-|-|-|-s_8-|-s_3-s_0-s_6
1736,s_2-s_3-s_5-s_4-s_5-|-|-s_6-s_1-s_2
1737,s_7-|-|-|-s_4-s_5-|-s_8-|-s_1
1738,|-|-|-s_7-s_4-s_4-s_2-|-s_6-s_3
1739,s_4-|-|-|-|-|-|-s_8-|-|
1740,|-|-s_1-|-s_0-s_6-s_1-|-s_1-s_6
1741,s_9-|-s_9-|-s_7-s_0-s_4-s_5-|-s_3
1742,s_4-s_0-|-s_2-s_5-|-|-|-|-|
1743,|-s_9-|-|-|-|-s_8-s_7-s_1-|
1744,|-s_2-s_5-s_1-s_9-|-s_0-s_2-|-|
1745,|-|-|-s_4-s_3-s_7-|-s_9-|-|
1746,|-|-s_2-s_7-s_8-s_4-|-s_7-|-|
1747,|-|-s_5-s_7-|-|-|-|-|-|
1748,s_4-s_2-|-s_9-|-|-s_1-s_0-|-s_8
1749,s_7-s_7-|-s_3-|-|-|-s_0-s_1-|
1750,|-|-s_7-s_0-|-s_7-|-|-|-|
1751,|-|-s_2-s_8-|-|-s_4-|-s_2-|
1752,|-|-s_5-|-|-s_4-|-s_5-s_6-|
1753,s_2-|-|-s_9-|-|-s_9-|-s_7-s_1
1754,|-s_0-s_0-|-|-s_6-|-|-|-|
1755,|-|-s_4-|-s_8-|-|-|-|-|
1756,s_8-s_3-s_8-s_5-|-|-s_4-|-|-s_3
1757,s_0-s_2-s_2-|-s_8-s_7-s_7-s_3-s_5-|
1758,|-|-|-|-|-s_8-s_1-s_5-|-s_0
1759,|-s_2-|-s_5-s_2-|-|-s_0-s_3-s_2
1760,s_6-s_6-s_8-s_2-s_6-|-s_9-|-s_4-|
1761,s_0-s_3-|-s_3-s_7-|-|-s_2-s_2-|
1762,s_1-s_9-|-|-|-s_5-s_9-|-s_8-s_2
1763,|-|-|-|-s_5-s_3-s_7-|-s_3-s_3
1764,s_5-s_9-|-s_3-s_1-|-|-|-|-s_4
1765,s_3-s_1-s_3-|-s_3-|-s_5-|-|-|
1766,s_6-s_8-|-s_4-|-s_8-s_1-|-|-s_2
1767,s_0-s_8-|-s_6-|-|-s_0-s_0-s_9-s_2
1768,s_7-|-|-|-|-s_7-s_4-|-|-|
1769,s_4-s_4-|-|-s_2-|-|-s_3-s_8-|
1770,|-s_1-s_1-s_1-s_1-s_8-|-|-s_7-|
1771,|-|-|-s_3-s_9-s_2-s_7-s_3-s_5-|
1772,|-s_3-s_4-s_0-|-s_0-s_7-|-s_9-s_1
1773,|-|-|-s_2-|-s_6-s_6-s_6-s_7-|
1774,s_6-s_1-|-|-s_9-s_0-s_9-|-s_6-s_5
1775,s_9-s_2-s_1-s_9-s_9-|-|-|-s_7-s_2
1776,|-s_8-s_5-|-s_4-s_4-|-s_3-|-|
1777,s_2-|-|-|-|-s_9-s_8-|-s_4-s_4
1778,|-|-|-s_0-s_3-s_0-|-s_1-|-s_4
1779,s_7-|-|-|-s_6-|-s_4-|-s_0-s_3
1780,s_8-s_2-s_1-|-s_6-|-s_4-s_4-|-s_0
1781,|-|-|-|-s_6-s_6-|-s_3-|-|
1782,|-|-|-s_0-|-|-|-s_5-|-|
1783,s_7-|-|-s_4-s_1-s_5-s_4-s_8-|-s_0
1784,|-|-s_4-|-|-s_7-s_5-s_7-|-s_0
1785,|-s_0-s_4-s_4-|-|-|-s_7-s_6-|
1786,|-s_0-|-s_0-|-|-s_7-s_3-|-s_7
1787,|-s_5-s_3-|-|-s_4-|-s_1-s_5-s_4
1788,|-s_9-|-s_4-|-s_7-|-s_0-s_4-|
1789,s_5-s_0-|-|-|-|-|-|-|-|
1790,s_0-s_5-s_0-|-|-s_2-|-s_8-|-s_0
1791,|-|-|-s_7-s_3-|-s_6-s_8-s_0-s_3
1792,s_1-s_3-|-|-|-|-|-s_2-s_7-s_2
1793,|-|-|-|-s_7-|-s_1-|-s_1-s_1
1794,s_5-s_5-|-s_5-|-s_9-s_9-|-|-|
1795,|-|-|-s_1-s_8-|-s_5-|-s_9-s_6
1796,s_4-s_1-|-|-s_2-s_3-|-s_1-s_9-s_6
1797,s_7-|-|-s_0-s_4-|-|-|-s_5-s_0
1798,s_3-s_7-|-s_2-s_8-s_4-|-|-|-|
1799,|-|-|-s_8-s_0-|-|-s_7-s_0-s_3
1800,|-s_6-|-|-s_6-s_7-s_6-|-|-s_2
1801,s_2-|-s_9-s_7-s_1-s_2-s_2-s_9-s_2-|
1802,|-s_2-s_7-s_3-s_4-|-|-s_6-s_1-s_9
1803,s_2-|-|-|-|-|-s_1-|-|-|
1804,|-s_7-s_3-s_8-s_8-|-|-|-|-s_0
1805,|-|-|-s_5-s_2-|-s_7-|-s_8-s_9
1806,s_1-s_8-s_2-s_9-|-s_2-s_6-s_5-|-|
1807,s_4-|-|-|-|-s_8-|-s_4-s_5-s_4
1808,|-|-|-|-|-s_4-|-s_2-s_3-|
1809,s_7-s_3-s_3-s_3-s_7-|-s_1-|-s_9-s_0
1810,|-s_9-|-s_9-|-s_6-s_5-|-|-s_9
1811,|-|-s_4-s_3-|-s_2-|-|-|-s_8
1812,|-s_7-|-s_2-|-|-|-s_5-s_9-|
1813,s_9-s_8-|-|-s_8-s_5-s_5-|-s_8-|
1814,|-|-s_0-|-|-|-s_8-s_5-|-s_5
1815,|-s_7-|-|-s_2-s_4-s_7-|-s_3-s_5
1816,s_3-|-s_2-s_2-s_5-|-s_7-|-s_2-s_6
1817,s_5-|-|-s_0-|-s_7-s_9-|-s_3-|
1818,s_0-|-s_8-|-|-|-s_2-|-|-|
1819,s_1-s_8-s_8-s_1-|-s_4-|-s_0-s_0-|
1820,|-s_2-s_6-s_8-s_7-|-s_3-|-s_9-s_9
1821,|-s_8-|-|-|-|-|-s_3-|-s_7
1822,|-|-|-|-|-|-|-|-s_9-|
1823,s_2-|-s_5-|-|-s_4-s_4-s_6-|-|
1824,|-|-|-s_7-s_7-|-|-s_6-|-s_4
1825,s_0-|-s_3-s_7-|-s_9-s_9-|-s_3-|
1826,|-|-|-s_9-|-s_9-|-|-|-s_6
1827,|-|-s_4-|-s_2-|-|-s_3-s_0-|
1828,s_1-|-s_0-|-|-|-s_9-s_5-|-|
1829,|-s_3-s_0-|-|-s_1-|-|-|-s_4
1830,|-s_7-s_7-|-s_2-|-|-s_6-s_1-|
1831,|-|-s_9-|-|-s_3-s_0-s_7-s_2-|
1832,|-|-s_8-s_9-|-|-|-|-s_2-|
1833,s_3-|-|-|-s_8-|-s_4-s_2-|-|
1834,|-s_7-s_9-|-|-|-|-s_0-s_5-s_8
1835,s_0-s_5-|-|-|-s_3-s_6-s_8-s_0-|
1836,s_5-|-|-s_7-|-|-s_5-|-s_0-s_3
1837,s_5-|-|-s_5-|-s_1-s_9-s_9-s_3-s_2
1838,s_9-|-s_8-|-s_1-s_2-s_5-|-s_3-s_0
1839,s_4-s_4-|-|-s_1-|-|-s_3-s_8-s_6
1840,s_3-s_0-s_5-s_7-|-|-s_1-s_6-|-|
1841,|-|-|-s_5-|-|-s_0-|-|-s_2
1842,|-|-s_6-|-|-|-s_0-s_1-s_8-s_5
1843,s_9-s_8-s_2-s_0-|-|-s_8-s_3-s_0-|
1844,s_9-s_7-|-|-|-s_5-s_4-s_6-|-|
1845,|-|-|-|-|-s_6-s_1-s_7-s_2-|
1846,|-|-|-s_3-|-|-s_9-|-|-|
1847,s_9-|-|-s_9-|-s_7-s_0-s_0-s_2-s_1
1848,s_6-s_2-s_8-|-|-s_5-|-s_7-s_8-s_6
1849,s_1-s_3-s_0-|-|-|-s_4-|-s_9-s_1
1850,s_1-|-|-s_4-|-s_7-|-|-|-s_8
1851,|-|-|-|-|-s_6-s_0-|-s_5-|
1852,s_3-|-|-s_7-|-s_8-|-|-|-|
1853,s_8-s_0-s_6-|-|-s_1-|-s_7-s_7-|
1854,|-|-s_6-s_8-|-s_8-s_2-s_4-s_9-s_8
1855,s_3-s_4-s_1-s_4-|-s_9-s_0-s_2-s_8-|
1856,s_7-|-s_1-|-s_8-|-s_3-s_0-|-s_2
1857,s_0-|-|-|-|-|-s_8-s_6-|-s_5
1858,s_6-|-s_9-s_9-s_3-|-|-|-s_0-s_3
1859,|-|-|-s_0-|-|-s_7-s_5-s_4-s_2
1860,|-|-s_1-|-s_1-s_5-s_6-|-|-s_6
1861,|-s_2-|-|-|-s_2-|-|-|-s_9
1862,s_4-s_9-|-s_6-s_0-s_5-s_6-|-s_9-s_0
1863,s_1-|-s_1-s_2-|-|-|-s_3-s_9-|
1864,|-s_0-|-s_5-s_3-s_4-s_3-s_0-s_7-|
1865,|-|-s_5-s_6-|-s_8-|-|-|-s_2
1866,s_5-|-s_8-s_4-s_8-|-s_9-s_1-s_1-s_9
1867,s_5-s_4-|-|-|-|-s_9-|-|-s_3
1868,|-s_2-|-s_4-s_8-|-|-|-|-|
1869,|-|-s_1-s_7-s_5-s_3-s_4-|-|-|
1870,|-|-|-s_8-s_5-|-s_5-s_2-s_3-s_8
1871,s_1-s_6-s_2-s_6-s_6-|-|-s_6-|-|
1872,|-|-|-s_3-s_3-|-s_0-|-s_7-|
1873,|-|-s_4-s_2-|-|-s_9-|-|-|
1874,s_0-|-s_8-|-|-s_2-|-s_7-|-|
1875,s_6-|-s_1-s_0-s_6-s_9-|-s_9-s_6-s_3
1876,s_3-|-|-s_9-|-s_6-s_7-s_9-|-s_8
1877,|-|-|-|-|-s_9-|-s_9-|-|
1878,|-|-s_8-s_4-s_0-s_4-|-|-|-s_6
1879,s_1-|-s_0-s_4-|-|-s_1-s_9-s_2-|
1880,|-|-s_6-s_6-|-s_8-|-s_7-|-|
1881,s_2-s_6-|-|-s_7-s_1-s_9-|-|-s_8
1882,s_3-|-|-|-s_1-|-|-|-|-s_9
1883,s_0-s_2-|-|-s_8-s_7-s_9-s_5-|-s_4
1884,s_4-s_4-|-s_5-|-s_7-s_1-s_2-s_6-|
1885,|-s_9-|-s_7-|-s_7-s_6-|-|-|
1886,|-s_9-|-s_8-s_0-s_6-s_6-|-|-s_6
1887,s_1-s_1-|-|-|-s_7-s_7-|-|-s_5
1888,|-s_5-s_5-|-|-s_4-s_0-|-|-|
1889,|-s_0-s_0-|-|-|-|-|-s_7-s_0
1890,s_8-|-s_7-|-s_8-s_4-|-|-|-|
1891,|-|-|-s_1-|-|-|-|-s_9-s_6
1892,s_2-|-|-|-s_2-s_3-s_0-s_8-s_3-|
1893,s_3-|-|-|-s_4-|-|-s_1-s_8-s_1
1894,s_7-|-|-|-s_6-|-s_0-s_8-|-s_2
1895,|-|-|-s_2-|-s_0-|-s_5-s_1-s_9
1896,|-s_0-|-s_1-s_8-s_5-|-s_0-|-s_0
1897,|-s_4-|-s_8-|-|-|-s_9-s_6-s_7
1898,s_2-|-|-s_9-|-s_9-s_7-|-|-|
1899,s_2-|-|-s_9-s_3-s_6-|-s_5-s_2-s_2
1900,|-s_1-|-s_1-s_0-|-s_5-|-s_0-s_9
1901,|-s_7-s_5-|-|-|-|-|-s_1-s_4
1902,s_0-s_6-|-|-|-s_1-s_1-s_2-|-s_1
1903,s_5-s_1-|-|-s_9-|-s_8-|-s_7-|
1904,|-s_5-|-s_8-|-s_4-|-|-|-s_7
1905,|-|-s_0-s_5-s_2-|-s_9-|-s_7-|
1906,s_4-s_4-s_8-|-s_9-s_1-s_6-|-|-|
1907,|-|-|-|-s_6-s_1-s_7-s_7-s_0-|
1908,|-|-s_3-|-|-s_3-|-|-|-|
1909,|-|-|-|-s_8-s_3-s_8-|-s_5-s_8
1910,s_0-s_1-s_7-s_0-|-s_4-|-|-s_8-|
1911,|-|-s_6-|-s_4-s_7-s_8-s_3-s_3-|
1912,|-|-s_2-s_3-|-s_6-s_7-s_8-s_1-|
1913,s_8-s_0-s_2-|-s_8-|-|-s_3-|-|
1914,|-|-|-|-|-|-|-|-s_4-|
1915,s_9-|-|-s_0-|-s_2-|-|-s_5-|
1916,|-s_8-s_6-|-|-s_5-s_0-|-s_0-s_2
1917,|-s_1-s_2-|-|-|-s_9-s_3-s_3-s_7
1918,s_4-s_8-|-|-|-|-s_8-|-s_4-s_8
1919,|-|-|-s_9-|-|-s_5-|-s_3-|
1920,|-s_0-|-s_2-|-|-s_8-|-s_9-s_2
1921,|-s_5-s_7-|-|-|-s_0-|-s_9-s_7
1922,s_1-|-s_8-s_2-|-s_6-s_6-|-s_1-|
1923,s_5-|-s_1-s_8-s_2-s_2-s_6-s_5-|-s_1
1924,|-s_1-|-s_2-s_2-|-s_3-|-|-s_2
1925,s_1-|-|-s_6-s_5-s_6-s_2-s_5-|-|
1926,|-|-|-s_3-s_5-|-s_7-s_9-|-|
1927,s_7-s_1-|-|-|-s_5-s_7-s_4-|-s_3
1928,|-s_6-|-|-|-|-s_8-|-s_8-s_5
1929,|-|-s_0-s_4-|-s_8-s_1-s_3-s_3-|
1930,s_3-|-|-|-s_0-|-|-|-|-|
1931,s_2-|-|-|-s_3-|-s_9-|-|-|
1932,|-s_6-s_8-|-s_3-s_1-|-s_1-|-s_6
1933,|-|-|-s_8-|-|-|-|-s_6-s_1
1934,s_1-s_1-|-|-|-s_6-|-s_7-|-s_3
1935,s_7-|-|-|-|-s_1-|-|-|-s_4
1936,s_5-s_3-|-|-|-s_5-|-|-|-|
1937,|-|-s_9-|-s_3-|-|-s_9-s_4-|
1938,s_6-|-s_3-s_2-s_2-|-|-s_2-|-s_9
1939,|-|-|-|-|-|-s_5-|-s_2-s_3
1940,s_4-|-s_5-|-|-|-|-s_7-s_8-s_2
1941,s_9-s_1-s_8-s_0-s_1-s_7-|-|-|-s_2
1942,s_2-s_8-s_5-s_1-s_7-|-|-s_3-s_6-|
1943,|-|-s_9-|-s_4-s_4-|-|-|-s_5
1944,s_4-|-s_8-s_1-|-s_8-|-|-s_9-|
1945,|-|-|-s_4-s_2-|-s_7-|-s_7-|
1946,s_3-|-|-s_1-|-|-s_5-s_0-s_2-|
1947,|-|-|-|-|-s_0-|-|-s_1-s_0
1948,|-s_1-s_9-|-s_0-s_5-|-s_1-s_9-s_1
1949,s_0-|-s_4-|-|-s_6-s_8-s_1-s_0-s_3
1950,|-s_5-|-|-|-s_4-|-|-|-s_8
1951,s_5-s_0-s_9-s_1-|-|-s_9-|-s_1-|
1952,|-s_8-s_1-|-s_8-|-|-s_7-|-|
1953,s_3-s_3-s_5-s_2-s_9-s_4-s_3-s_4-s_3-|
1954,s_5-s_9-|-|-|-s_3-|-s_9-|-s_1
1955,s_2-s_3-|-|-|-|-|-|-|-|
1956,|-|-|-s_8-s_4-|-|-s_8-s_8-|
1957,|-|-s_0-s_7-|-s_5-s_1-s_4-|-s_3
1958,s_7-|-s_0-s_9-|-|-s_6-|-|-|
1959,|-s_1-s_1-|-|-s_3-s_5-|-s_8-s_4
1960,s_8-|-|-|-s_7-s_3-|-|-|-|
1961,|-|-|-s_9-|-|-|-|-s_9-|
1962,s_8-|-s_8-|-s_3-s_4-s_5-s_4-|-s_7
1963,s_5-|-|-|-s_7-|-|-s_3-|-s_0
1964,|-s_9-|-s_9-s_1-|-s_6-s_7-|-s_1
1965,|-|-s_0-s_6-s_1-s_6-|-|-s_0-s_9
1966,|-s_9-s_8-s_2-s_4-|-|-s_9-s_1-|
1967,s_7-s_1-|-s_9-s_2-s_0-|-|-|-|
1968,s_8-s_6-s_1-s_9-s_7-|-s_7-|-s_2-s_0
1969,|-|-|-|-|-s_3-s_5-|-|-|
1970,|-|-|-|-s_2-|-s_7-s_3-s_0-s_7
1971,|-|-s_2-s_3-s_8-s_9-s_2-|-|-|
1972,|-|-|-|-s_1-s_1-|-s_6-|-|
1973,|-|-s_1-|-|-|-s_0-s_4-s_1-s_5
1974,s_9-s_3-|-|-s_8-s_5-s_0-s_2-s_4-|
1975,|-s_0-s_4-|-|-|-|-s_1-|-|
1976,s_7-s_4-|-s_3-s_8-s_0-s_6-|-s_1-|
1977,|-|-|-|-|-s_0-s_6-s_3-|-|
1978,|-|-|-s_5-|-|-s_1-|-s_3-|
1979,s_5-|-s_5-s_7-|-s_7-s_6-s_0-|-|
1980,|-|-s_5-|-s_4-|-s_0-|-|-|
1981,|-s_6-|-|-|-|-|-s_5-s_0-|
1982,s_5-s_9-|-|-|-s_4-|-s_7-s_4-|
1983,|-|-s_8-|-s_7-s_4-|-s_1-s_4-|
1984,|-|-s_7-|-|-s_2-s_2-s_1-|-s_0
1985,|-|-s_4-|-s_9-s_5-s_7-|-s_7-|
1986,s_1-|-s_9-|-s_6-|-|-s_4-|-|
1987,|-|-|-|-s_1-s_2-|-|-|-s_7
1988,s_3-|-s_9-s_8-|-s_2-|-|-s_3-|
1989,|-s_5-|-s_6-s_0-|-s_2-s_1-s_4-|
1990,|-|-|-|-s_1-s_0-|-s_8-|-s_2
1991,|-|-|-s_5-|-|-s_0-|-|-s_5
1992,s_2-s_8-|-s_1-|-|-s_2-s_0-|-s_6
1993,|-|-|-s_7-|-s_6-s_0-|-|-s_4
1994,|-|-|-s_2-s_7-s_7-|-|-|-|
1995,|-s_7-|-s_0-s_6-s_8-|-s_0-|-|
1996,s_5-|-|-|-s_2-|-|-s_7-s_6-|
1997,s_1-|-s_9-|-|-|-|-|-|-|
1998,s_6-|-s_3-s_1-|-s_3-|-|-s_9-s_7
1999,|-|-|-|-s_3-s_7-s_1-s_2-|-|
2000,s_1-|-|-s_5-s_8-s_9-s_7-s_3-|-|
2001,s_7-|-s_2-s_0-s_0-|-|-|-|-|
2002,s_7-s_3-s_4-|-|-s_8-s_5-|-s_2-s_3
2003,|-|-|-s_0-|-|-s_6-|-s_2-s_1
2004,s_8-|-s_2-s_3-s_6-s_9-|-|-s_0-|
2005,|-s_8-|-s_0-s_0-|-|-|-s_6-|
2006,s_2-|-s_5-s_2-s_7-s_3-s_2-s_8-s_8-|
2007,|-s_0-|-s_5-s_4-s_4-|-|-|-|
2008,|-|-s_2-|-s_6-|-|-|-s_1-s_6
2009,|-s_4-|-s_2-|-s_0-|-|-|-|
2010,s_9-s_8-s_7-|-|-|-|-|-s_7-|
2011,s_8-s_0-|-s_0-s_4-s_3-|-s_7-|-|
2012,|-s_5-|-|-s_2-s_4-|-s_2-|-|
2013,|-s_3-s_0-s_8-|-|-s_2-|-s_8-|
2014,|-|-|-s_3-|-|-s_5-s_1-|-|
2015,s_3-|-s_7-s_2-|-|-|-s_7-s_6-|
2016,s_4-|-s_5-|-|-|-s_7-s_5-s_4-|
2017,s_6-|-s_1-|-s_2-|-|-|-s_1-|
2018,s_4-|-s_0-|-s_2-s_0-s_1-|-|-|
2019,s_0-s_7-s_9-|-s_0-|-s_8-s_3-|-s_4
2020,|-|-s_3-s_1-|-|-s_6-s_9-s_4-s_8
2021,|-s_1-|-s_4-s_7-|-|-|-|-|
2022,s_4-s_5-|-|-|-s_0-|-|-|-s_9
2023,s_4-|-|-|-s_8-s_3-s_6-|-s_7-s_6
2024,|-|-|-s_6-|-|-s_6-s_0-s_8-|
2025,|-|-s_6-s_5-|-|-s_9-s_5-s_6-s_7
2026,|-s_7-s_3-|-s_9-s_5-|-|-s_6-|
2027,|-|-|-s_4-|-|-s_6-|-s_0-s_8
2028,s_2-|-s_1-|-s_5-|-|-s_0-s_9-s_7
2029,|-s_0-|-|-s_2-|-s_5-s_0-|-|
2030,s_4-s_3-s_7-s_5-|-s_0-s_5-|-s_5-|
2031,s_7-s_9-s_1-s_6-s_4-|-s_7-s_0-|-|
2032,s_7-|-|-|-s_8-|-|-s_1-s_8-|
2033,s_2-s_8-s_6-|-s_0-s_0-|-|-s_5-|
2034,s_8-|-s_2-s_9-s_2-|-s_8-|-|-|
2035,|-s_9-|-|-s_4-s_0-|-|-s_3-|
2036,|-|-|-s_4-|-|-s_0-s_1-|-s_5
2037,|-s_1-s_2-|-|-s_0-|-|-s_2-s_5
2038,|-|-s_2-|-s_7-s_6-|-s_5-|-|
2039,s_7-s_7-s_3-|-s_8-s_0-s_6-s_1-|-s_2
2040,|-s_4-s_5-|-s_8-s_4-|-|-s_0-|
2041,|-|-|-|-s_2-|-|-s_0-s_8-s_0
2042,s_7-|-s_4-|-s_0-s_8-|-s_2-s_4-s_8
2043,|-s_2-|-|-s_8-|-s_3-s_4-|-s_5
2044,|-s_5-s_1-s_2-|-|-s_6-|-|-s_8
2045,|-s_1-s_3-s_9-s_9-s_0-|-|-|-s_6
2046,s_3-s_7-|-|-s_9-|-|-s_8-s_3-s_4
2047,|-s_7-s_0-s_1-s_7-s_4-|-s_4-|-|
2048,|-|-s_8-|-s_3-|-s_8-|-|-s_9
2049,s_7-|-|-s_3-s_6-s_1-|-s_2-s_2-s_0
2050,s_5-|-s_6-s_5-|-|-s_5-s_9-s_2-|
2051,s_0-|-s_5-|-|-s_6-s_8-|-|-|
2052,|-|-|-s_8-s_0-|-s_4-s_0-s_5-s_9
2053,|-|-s_3-s_7-|-s_5-|-s_7-|-s_0
2054,|-|-s_2-s_6-s_6-|-s_9-|-|-|
2055,s_3-s_1-s_2-s_7-|-s_9-|-|-s_7-s_4
2056,s_0-|-|-s_3-s_6-|-s_1-|-|-|
2057,|-s_9-s_9-|-s_8-|-s_0-s_8-|-|
2058,|-s_3-|-s_7-s_4-|-|-s_0-s_7-|
2059,|-s_7-|-|-s_8-|-|-|-s_1-|
2060,|-s_2-|-|-s_4-s_4-|-s_0-|-|
2061,|-|-s_8-|-|-|-|-s_1-s_2-|
2062,|-|-s_8-s_2-|-|-|-|-s_3-s_0
2063,s_1-s_8-s_5-|-|-|-s_6-|-s_1-|
2064,|-|-|-|-s_8-|-s_0-s_9-s_7-|
2065,s_8-s_8-|-s_2-|-s_7-|-|-s_6-|
2066,|-s_0-|-|-s_6-|-|-|-s_5-|
2067,|-|-s_8-s_2-|-|-s_4-|-|-|
2068,|-|-s_3-s_7-s_8-|-s_9-|-s_1-|
2069,s_6-|-s_8-s_1-|-|-s_8-|-s_7-|
2070,s_9-s_5-|-s_2-|-s_3-|-|-|-s_8
2071,s_6-s_8-s_3-|-|-|-|-|-|-|
2072,|-|-|-s_4-s_2-|-s_2-s_0-|-|
2073,|-s_2-|-|-|-s_5-s_8-s_0-|-s_6
2074,|-s_9-s_8-s_2-|-s_7-|-s_6-|-s_6
2075,s_6-s_6-|-s_1-|-s_9-|-|-|-|
2076,s_9-s_0-|-s_7-s_1-s_0-s_0-|-s_2-|
2077,|-s_8-s_4-|-|-|-|-|-|-|
2078,s_0-|-s_0-s_8-|-s_5-|-|-|-|
2079,s_9-s_7-|-|-s_8-|-s_4-|-s_2-|
2080,s_1-|-|-|-s_7-|-|-s_2-|-s_6
2081,|-s_3-|-s_0-s_2-s_5-|-s_0-|-s_4
2082,|-|-|-|-s_4-|-s_6-|-|-|
2083,|-|-s_2-|-|-|-s_9-|-s_9-s_1
2084,|-s_0-s_5-|-|-s_9-|-|-s_1-|
2085,|-|-|-s_7-|-s_1-|-s_6-|-s_7
2086,|-|-s_9-s_6-s_4-s_9-s_4-s_2-|-s_9
2087,s_8-|-|-|-s_5-s_3-|-|-s_7-|
2088,s_9-|-s_4-|-|-|-|-s_7-s_8-s_2
2089,s_4-s_9-s_5-|-s_5-s_3-|-s_0-s_5-|
2090,s_7-|-s_2-|-s_9-|-s_5-|-|-|
2091,|-s_3-|-s_1-|-|-|-|-s_4-|
2092,s_1-s_8-|-|-|-|-s_4-|-|-|
2093,|-|-|-s_3-|-|-s_8-s_3-s_1-|
2094,s_9-s_4-s_1-|-s_4-|-|-|-s_1-|
2095,s_8-|-s_2-s_3-s_0-|-s_8-s_1-s_7-s_7
2096,s_3-s_0-|-|-s_1-|-s_3-|-|-|
2097,|-|-s_3-s_0-s_5-s_2-s_4-|-|-|
2098,|-|-|-s_5-s_8-s_1-s_2-|-s_7-s_7
2099,|-s_6-|-|-s_6-|-s_9-|-s_4-|
2100,|-s_2-s_4-s_5-|-s_5-|-s_9-|-|
2101,|-|-|-|-s_4-|-|-s_6-|-|
2102,|-|-s_4-|-|-s_3-s_4-|-|-|
2103,|-s_1-s_3-|-|-|-|-s_1-|-s_4
2104,s_0-s_8-|-s_6-|-|-|-|-|-s_3
2105,s_9-s_1-|-|-s_6-s_1-s_6-s_8-s_4-s_2
2106,s_2-|-|-s_4-s_2-s_2-s_0-s_5-s_3-|
2107,s_4-s_6-s_5-|-s_1-|-|-s_9-s_8-s_8
2108,s_9-|-s_0-|-s_6-|-|-|-|-s_0
2109,s_8-|-s_7-|-s_6-s_9-|-s_2-|-s_7
2110,s_7-s_4-|-|-|-|-s_2-s_2-s_0-s_6
2111,s_1-s_4-|-|-|-|-|-|-|-s_3
2112,|-|-s_2-|-s_3-|-s_4-s_2-s_4-|
2113,s_0-s_2-|-|-|-s_1-|-s_2-s_2-|
2114,|-s_6-s_4-s_9-|-|-|-s_8-|-|
2115,s_5-s_0-|-|-s_6-|-|-|-s_7-s_2
2116,|-s_2-s_1-s_6-s_6-s_8-s_8-s_5-|-|
2117,|-|-|-|-|-|-|-s_5-s_6-|
2118,|-s_3-|-|-s_9-|-s_7-s_2-s_1-s_7
2119,s_8-s_6-|-|-s_5-|-|-|-|-s_5
2120,|-s_6-|-s_3-s_0-|-|-|-|-|
2121,|-|-|-|-s_2-|-|-s_3-|-|
2122,|-s_5-|-s_8-s_9-s_1-|-|-|-s_7
2123,s_4-|-|-s_8-s_3-|-s_0-s_9-|-s_9
2124,|-s_8-|-s_4-|-s_0-s_5-|-s_0-s_9
2125,|-|-|-|-s_5-s_3-|-|-s_4-|
2126,|-s_7-s_3-s_7-s_4-|-|-|-|-s_3
2127,s_6-s_7-s_3-s_3-|-s_2-|-|-s_3-|
2128,s_2-s_4-s_0-|-|-s_9-s_9-|-s_4-s_9
2129,|-|-s_3-s_2-s_2-s_4-s_3-|-|-s_6
2130,s_9-|-|-|-s_4-|-|-|-|-s_0
2131,s_2-s_0-s_5-s_8-s_4-|-|-s_6-|-|
2132,|-|-|-|-s_3-|-s_0-s_0-|-s_7
2133,s_1-|-|-|-s_5-s_7-|-s_4-|-s_6
2134,|-|-s_9-s_3-s_4-|-|-|-s_1-|
2135,s_2-|-s_8-|-|-s_3-|-|-|-|
2136,|-s_1-|-|-|-|-s_7-|-s_6-s_5
2137,s_8-s_2-s_3-|-s_5-s_0-s_8-|-s_4-s_6
2138,s_7-|-s_4-|-s_9-s_1-s_7-|-|-s_9
2139,s_1-s_4-s_1-s_2-s_1-s_1-|-|-|-s_6
2140,|-s_4-|-|-s_1-|-s_3-s_8-|-|
2141,s_3-s_0-|-|-s_3-s_2-|-|-s_3-s_8
2142,s_1-s_2-|-|-|-|-|-s_1-|-|
2143,s_7-s_9-s_3-s_5-|-s_4-s_9-|-|-s_0
2144,|-|-s_4-|-|-s_4-s_6-|-|-|
2145,s_0-|-s_5-s_1-|-s_0-s_0-|-|-s_4
2146,|-|-s_0-|-s_3-|-|-|-|-|
2147,s_4-|-s_9-|-|-s_9-|-s_7-|-|
2148,s_6-|-|-|-|-s_7-s_6-|-s_3-s_5
2149,|-|-s_4-s_9-s_0-|-|-|-|-s_9
2150,|-s_9-|-s_5-s_4-s_1-s_0-s_3-s_7-s_0
2151,s_9-|-s_2-|-|-s_8-s_8-|-s_1-|
2152,s_2-|-|-|-|-s_5-|-s_7-|-s_3
2153,s_0-|-|-s_0-s_0-s_3-|-|-s_8-s_0
